service_id,date,exception_type
0000000822017091120180607,20180106,2
0000000822017091120180607,20180402,2
0000000822017091120180607,20180425,2
0000000822017091120180607,20180501,2
0000000822017091120180607,20180602,2
0000001092017091120180607,20171027,2
0000001092017091120180607,20171028,2
0000001092017091120180607,20171030,2
0000001092017091120180607,20171031,2
0000001092017091120180607,20171101,2
0000001092017091120180607,20171103,2
0000001092017091120180607,20171104,2
0000001092017091120180607,20171106,2
0000001092017091120180607,20171107,2
0000001092017091120180607,20171108,2
0000001092017091120180607,20171109,2
0000001092017091120180607,20171110,2
0000001092017091120180607,20171111,2
0000001092017091120180607,20171113,2
0000001092017091120180607,20171114,2
0000001092017091120180607,20171115,2
0000001092017091120180607,20171116,2
0000001092017091120180607,20171117,2
0000001092017091120180607,20171118,2
0000001092017091120180607,20171120,2
0000001092017091120180607,20171121,2
0000001092017091120180607,20171122,2
0000001092017091120180607,20171123,2
0000001092017091120180607,20171124,2
0000001092017091120180607,20171125,2
0000001092017091120180607,20171127,2
0000001092017091120180607,20171128,2
0000001092017091120180607,20171129,2
0000001092017091120180607,20171130,2
0000001092017091120180607,20171201,2
0000001092017091120180607,20171202,2
0000001092017091120180607,20171204,2
0000001092017091120180607,20171205,2
0000001092017091120180607,20171206,2
0000001092017091120180607,20171207,2
0000001092017091120180607,20171208,2
0000001092017091120180607,20171211,2
0000001092017091120180607,20171212,2
0000001092017091120180607,20171213,2
0000001092017091120180607,20171214,2
0000001092017091120180607,20171215,2
0000001092017091120180607,20171216,2
0000001092017091120180607,20171218,2
0000001092017091120180607,20171219,2
0000001092017091120180607,20171220,2
0000001092017091120180607,20171221,2
0000001092017091120180607,20171222,2
0000001092017091120180607,20171223,2
0000001092017091120180607,20171225,2
0000001092017091120180607,20171226,2
0000001092017091120180607,20180101,2
0000001092017091120180607,20180106,2
0000001092017091120180607,20180108,2
0000001092017091120180607,20180109,2
0000001092017091120180607,20180110,2
0000001092017091120180607,20180111,2
0000001092017091120180607,20180112,2
0000001092017091120180607,20180113,2
0000001092017091120180607,20180115,2
0000001092017091120180607,20180116,2
0000001092017091120180607,20180117,2
0000001092017091120180607,20180118,2
0000001092017091120180607,20180119,2
0000001092017091120180607,20180120,2
0000001092017091120180607,20180122,2
0000001092017091120180607,20180123,2
0000001092017091120180607,20180124,2
0000001092017091120180607,20180125,2
0000001092017091120180607,20180126,2
0000001092017091120180607,20180127,2
0000001092017091120180607,20180129,2
0000001092017091120180607,20180130,2
0000001092017091120180607,20180131,2
0000001092017091120180607,20180201,2
0000001092017091120180607,20180202,2
0000001092017091120180607,20180203,2
0000001092017091120180607,20180205,2
0000001092017091120180607,20180206,2
0000001092017091120180607,20180207,2
0000001092017091120180607,20180208,2
0000001092017091120180607,20180209,2
0000001092017091120180607,20180210,2
0000001092017091120180607,20180214,2
0000001092017091120180607,20180215,2
0000001092017091120180607,20180216,2
0000001092017091120180607,20180217,2
0000001092017091120180607,20180219,2
0000001092017091120180607,20180220,2
0000001092017091120180607,20180221,2
0000001092017091120180607,20180222,2
0000001092017091120180607,20180223,2
0000001092017091120180607,20180224,2
0000001092017091120180607,20180226,2
0000001092017091120180607,20180227,2
0000001092017091120180607,20180228,2
0000001092017091120180607,20180301,2
0000001092017091120180607,20180302,2
0000001092017091120180607,20180303,2
0000001092017091120180607,20180305,2
0000001092017091120180607,20180306,2
0000001092017091120180607,20180307,2
0000001092017091120180607,20180308,2
0000001092017091120180607,20180309,2
0000001092017091120180607,20180310,2
0000001092017091120180607,20180312,2
0000001092017091120180607,20180313,2
0000001092017091120180607,20180314,2
0000001092017091120180607,20180315,2
0000001092017091120180607,20180316,2
0000001092017091120180607,20180317,2
0000001092017091120180607,20180319,2
0000001092017091120180607,20180320,2
0000001092017091120180607,20180321,2
0000001092017091120180607,20180322,2
0000001092017091120180607,20180323,2
0000001092017091120180607,20180324,2
0000001092017091120180607,20180326,2
0000001092017091120180607,20180327,2
0000001092017091120180607,20180328,2
0000001092017091120180607,20180402,2
0000001092017091120180607,20180403,2
0000001092017091120180607,20180404,2
0000001092017091120180607,20180405,2
0000001092017091120180607,20180406,2
0000001092017091120180607,20180407,2
0000001092017091120180607,20180409,2
0000001092017091120180607,20180410,2
0000001092017091120180607,20180411,2
0000001092017091120180607,20180412,2
0000001092017091120180607,20180413,2
0000001092017091120180607,20180414,2
0000001092017091120180607,20180416,2
0000001092017091120180607,20180417,2
0000001092017091120180607,20180418,2
0000001092017091120180607,20180419,2
0000001092017091120180607,20180420,2
0000001092017091120180607,20180421,2
0000001092017091120180607,20180423,2
0000001092017091120180607,20180424,2
0000001092017091120180607,20180425,2
0000001092017091120180607,20180426,2
0000001092017091120180607,20180427,2
0000001092017091120180607,20180428,2
0000001092017091120180607,20180501,2
0000001092017091120180607,20180502,2
0000001092017091120180607,20180503,2
0000001092017091120180607,20180504,2
0000001092017091120180607,20180505,2
0000001092017091120180607,20180507,2
0000001092017091120180607,20180508,2
0000001092017091120180607,20180509,2
0000001092017091120180607,20180510,2
0000001092017091120180607,20180511,2
0000001092017091120180607,20180512,2
0000001092017091120180607,20180514,2
0000001092017091120180607,20180515,2
0000001092017091120180607,20180516,2
0000001092017091120180607,20180517,2
0000001092017091120180607,20180518,2
0000001092017091120180607,20180519,2
0000001092017091120180607,20180521,2
0000001092017091120180607,20180522,2
0000001092017091120180607,20180523,2
0000001092017091120180607,20180524,2
0000001092017091120180607,20180525,2
0000001092017091120180607,20180526,2
0000001092017091120180607,20180528,2
0000001092017091120180607,20180529,2
0000001092017091120180607,20180530,2
0000001092017091120180607,20180531,2
0000001092017091120180607,20180601,2
0000001092017091120180607,20180602,2
0000001092017091120180607,20180604,2
0000001092017091120180607,20180605,2
0000001092017091120180607,20180606,2
0000001092017091120180607,20180607,2
